Name,id,Start-End,Games,FGm,FGa,FG3m,FG3a,mins,FTm,FTa,Reb,Ast,Stl,Blk,Tov,PF,Pts,FG%,FT%,FG3%,MVPs,All-Stars
Darington Hobson,202359,2011-12,5,2,13,0,6,39,0,0,3,6,0,0,2,1,4,0.153846154,0,0,0,0
D'Moi Hodge,1641793,2023-24,7,5,15,3,12,41,1,2,0,5,1,1,1,4,14,0.333333333,0.5,0.25,0,0
Donald Hodge,1106,1991-96,264,471,1081,4,14,3616,254,357,832,195,85,103,238,557,1200,0.435707678,0.711484594,0.285714286,0,0
Julius Hodge,101125,2005-07,32,17,37,0,0,162,9,16,23,30,10,0,14,19,43,0.459459459,0.5625,0,0,0
Craig Hodges,77034,1982-92,820,2808,6083,724,1763,17726,758,914,1104,2068,642,32,949,1576,7098,0.461614335,0.829321663,0.410663642,0,0
Adolph Hoefer,77035,1946-48,123,263,1047,0,0,0,186,286,0,69,0,0,0,301,712,0.251193887,0.65034965,0,0,0
Paul Hoffman,77036,1947-55,317,1139,3354,0,0,5130,956,1415,1129,911,0,0,0,1138,3234,0.339594514,0.675618375,0,0,0
Bob Hogsett,77037,1966-67,7,5,16,0,0,22,6,6,3,1,0,0,0,5,16,0.3125,1,0,0,0
Paul Hogue,77038,1962-64,80,176,479,0,0,1634,83,188,492,54,0,0,0,290,435,0.36743215,0.441489362,0,0,0
Fred Hoiberg,697,1995-05,541,959,2227,373,941,9975,653,765,1438,846,428,59,292,783,2944,0.430624158,0.853594771,0.396386823,0,0
Doug Holcomb,77039,1948-49,3,3,12,0,0,0,9,14,0,5,0,0,0,5,15,0.25,0.642857143,0,0,0
Randy Holcomb,2450,2005-06,4,1,1,0,0,11,0,0,1,0,0,0,0,2,2,1,0,0,0,0
Aaron Holiday,1628988,2018-24,449,1088,2574,395,1041,7595,386,451,753,970,285,78,417,673,2957,0.422688423,0.855875831,0.379442843,0,0
Justin Holiday,203200,2012-24,935,2636,6650,1501,4157,21860,721,879,2484,1339,843,390,779,1539,7494,0.396390977,0.820250284,0.3610777,0,0
Brad Holland,77040,1979-82,107,145,371,4,24,880,56,77,72,81,58,4,60,94,350,0.39083558,0.727272727,0.166666667,0,0
Joe Holland,77041,1949-52,186,434,1312,0,0,737,216,348,510,327,0,0,0,538,1084,0.330792683,0.620689655,0,0,0
John Holland,204066,2017-19,25,17,59,11,36,175,9,13,24,5,7,2,8,10,54,0.288135593,0.692307692,0.305555556,0,0
Wilbur Holland,77042,1975-79,276,1608,3558,0,0,8171,544,681,842,922,475,44,408,747,3760,0.451939292,0.798825257,0,0,0
Ryan Hollins,200797,2006-16,639,832,1434,0,1,7560,647,1019,1417,177,112,341,467,1255,2311,0.580195258,0.634936212,0,0,0
Essie Hollis,77044,1978-79,25,30,75,0,0,154,9,12,45,6,11,1,14,28,69,0.4,0.75,0,0,0
Rondae Hollis-Jefferson,1626178,2015-21,305,1004,2238,44,208,6760,708,963,1684,579,278,162,392,620,2760,0.448614835,0.735202492,0.211538462,0,0
Richaun Holmes,1626158,2015-24,498,1707,2842,50,182,9379,669,899,2611,462,245,445,409,1227,4133,0.600633357,0.744160178,0.274725275,0,0
Chet Holmgren,1631096,2023-24,82,505,953,129,349,2413,218,275,648,200,53,190,131,197,1357,0.529905561,0.792727273,0.369627507,0,0
Jim Holstein,77045,1952-56,225,317,981,0,0,3476,225,348,659,249,0,0,0,426,859,0.323139653,0.646551724,0,0,0
Alvin Holt,77046,1970-71,6,1,8,0,0,14,2,3,4,0,0,0,0,1,4,0.125,0.666666667,0,0,0
Michael Holton,77047,1984-90,353,873,1980,29,121,6348,424,535,492,1032,233,30,436,624,2199,0.440909091,0.792523364,0.239669421,0,0
Dick Holub,77048,1947-48,48,195,662,0,0,0,114,180,0,37,0,0,0,159,504,0.294561934,0.633333333,0,0,0
Joe Holup,77049,1956-59,192,460,1345,0,0,3526,427,547,852,193,0,0,0,515,1347,0.342007435,0.780621572,0,0,0
Red Holzman,77050,1948-54,358,830,2622,0,0,2106,506,742,344,721,0,0,0,478,2166,0.31655225,0.681940701,0,0,0
Jerald Honeycutt,1532,1997-99,70,108,285,39,111,734,50,78,117,39,30,10,67,115,305,0.378947368,0.641025641,0.351351351,0,0
Tyler Honeycutt,202715,2011-13,24,11,35,1,5,120,5,7,24,9,4,4,7,5,28,0.314285714,0.714285714,0.2,0,0
Derek Hood,1967,1999-00,2,0,3,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rodney Hood,203918,2014-22,687,2454,5862,922,2543,16138,922,1084,1662,1048,444,117,598,1211,6752,0.418628454,0.850553506,0.362563901,0,0
Jalen Hood-Schifino,1641720,2023-24,21,10,45,2,15,109,12,20,13,8,3,2,9,13,34,0.222222222,0.6,0.133333333,0,0
Tom Hoover,77051,1963-67,100,128,310,0,0,1270,94,159,425,56,0,0,0,257,350,0.412903226,0.591194969,0,0,0
Bob Hopkins,77052,1956-60,273,854,2168,0,0,5122,529,695,1526,189,0,0,0,642,2237,0.393911439,0.761151079,0,0,0
Dave Hoppen,77053,1987-93,238,434,856,1,8,3198,254,329,860,135,59,36,188,505,1123,0.507009346,0.772036474,0.125,0,0
Dennis Hopson,77054,1987-92,405,1651,3786,73,272,8823,1001,1327,1145,641,386,198,648,787,4376,0.436080296,0.754333082,0.268382353,0,0
Scotty Hopson,203816,2013-22,4,2,9,0,3,33,2,4,1,3,1,0,3,1,6,0.222222222,0.5,0,0,0
Johnny Horan,77055,1955-56,19,12,42,0,0,93,10,11,10,2,0,0,0,21,34,0.285714286,0.909090909,0,0,0
Cedrick Hordges,77056,1980-82,145,425,894,3,16,2971,246,385,853,169,59,38,231,456,1099,0.475391499,0.638961039,0.1875,0,0
Tito Horford,77057,1988-94,63,33,110,0,0,376,27,43,84,5,7,26,30,50,93,0.3,0.627906977,0,0,0
Ron Horn,77058,1961-63,31,28,94,0,0,314,21,31,77,11,0,0,0,50,77,0.29787234,0.677419355,0,0,0
Dennis Horner,202862,2011-12,8,1,4,0,1,22,3,4,5,0,0,0,1,1,5,0.25,0.75,0,0,0
Robert Horry,109,1992-08,1161,2977,7003,844,2483,28464,1340,1852,5506,2453,1224,1090,1450,2833,8138,0.425103527,0.723542117,0.339911398,0,0
Ed Horton,77060,1989-90,45,80,162,0,4,374,42,69,108,19,9,5,39,63,202,0.49382716,0.608695652,0,0,0
Talen Horton-Tucker,1629659,2019-24,247,903,2135,208,711,5218,416,535,700,769,216,99,384,487,2430,0.42295082,0.777570093,0.29254571,0,0
Wilmer Hosket,77061,1968-72,143,235,485,0,0,1395,103,144,355,94,0,0,0,219,573,0.484536082,0.715277778,0,0,0
Bob Houbregs,77062,1953-58,281,906,2245,0,0,6725,799,1108,1552,500,0,0,0,690,2611,0.403563474,0.721119134,0,0,0
Eddie House,2067,2000-11,853,2416,5898,940,2420,14512,454,529,1415,1293,554,71,651,1073,6226,0.409630383,0.858223062,0.388429752,0,0
Danuel House Jr.,1627863,2016-24,336,814,1890,412,1141,6998,363,477,990,379,186,115,247,518,2403,0.430687831,0.761006289,0.361086766,0,0
Caleb Houstan,1631216,2022-24,110,146,388,118,329,1627,36,44,183,59,27,11,34,124,446,0.37628866,0.818181818,0.358662614,0,0
Byron Houston,780,1992-96,214,307,673,10,39,2674,211,312,648,114,103,86,173,543,835,0.456166419,0.676282051,0.256410256,0,0
Tom Hovasse,77064,1994-95,2,0,1,0,1,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Brian Howard,77065,1991-93,95,237,518,2,9,1613,94,125,263,81,66,42,83,272,570,0.457528958,0.752,0.222222222,0,0
Greg Howard,77066,1970-72,92,118,304,0,0,852,76,109,227,53,0,0,0,117,312,0.388157895,0.697247706,0,0,0
Jett Howard,1641724,2023-24,18,10,30,7,25,67,2,4,7,6,2,2,3,4,29,0.333333333,0.5,0.28,0,0
Markus Howard,1630210,2020-22,68,79,207,46,135,382,27,32,33,25,13,1,25,40,231,0.381642512,0.84375,0.340740741,0,0
Mo Howard,77067,1976-77,64,128,264,0,0,690,48,70,78,84,34,16,0,102,304,0.484848485,0.685714286,0,0,0
Otis Howard,77069,1978-79,28,48,112,0,0,226,22,46,82,10,4,4,14,48,118,0.428571429,0.47826087,0,0,0
Stephen Howard,1128,1992-98,169,177,347,0,0,1195,158,249,258,36,57,40,85,208,512,0.510086455,0.634538153,0,0,0
William Howard,1629739,2019-20,2,0,4,0,4,13,0,0,2,1,0,0,1,1,0,0,0,0,0,0
Bob Hubbard,77072,1947-49,62,83,334,0,0,0,58,86,0,29,0,0,0,73,224,0.248502994,0.674418605,0,0,0
Phil Hubbard,77071,1979-89,748,2998,6059,1,30,17702,2074,2947,4011,948,639,108,1471,2365,8071,0.494801122,0.703766542,0.033333333,0,0
Trevor Hudgins,1631309,2022-23,5,2,9,2,8,28,3,3,0,3,0,0,1,1,9,0.222222222,1,0.25,0,0
Lester Hudson,201991,2009-15,98,178,468,49,181,1059,95,116,141,120,54,14,102,90,500,0.38034188,0.818965517,0.270718232,0,0
Troy Hudson,1607,1997-08,517,1714,4278,452,1333,11283,757,882,877,1748,273,30,818,690,4637,0.400654511,0.858276644,0.339084771,0,0
Marcelo Huertas,1626273,2015-17,76,122,298,20,80,1106,36,46,114,234,36,9,99,92,300,0.409395973,0.782608696,0.25,0,0
Kevin Huerter,1628989,2018-24,413,1856,4184,891,2335,11888,317,414,1433,1258,378,143,516,960,4920,0.443594646,0.765700483,0.381584582,0,0
Josh Huestis,203962,2015-18,76,71,205,39,125,1068,6,25,180,23,16,48,29,85,187,0.346341463,0.24,0.312,0,0
Jay Huff,1630643,2021-24,31,24,43,9,23,164,17,18,36,13,6,8,7,25,74,0.558139535,0.944444444,0.391304348,0,0
Nate Huffman,1572,2002-03,7,9,25,0,0,78,5,8,23,5,1,3,3,13,23,0.36,0.625,0,0,0
Alfredrick Hughes,77076,1985-86,68,152,372,3,17,866,49,84,113,61,26,5,63,79,356,0.408602151,0.583333333,0.176470588,0,0
Eddie Hughes,77077,1987-90,97,116,279,28,77,1158,36,52,93,159,65,3,56,122,296,0.415770609,0.692307692,0.363636364,0,0
Elijah Hughes,1630190,2020-22,90,104,318,58,213,932,17,22,125,50,29,17,40,79,283,0.327044025,0.772727273,0.272300469,0,0
Kim Hughes,77078,1976-81,394,462,1038,0,0,6209,63,188,1719,354,349,417,273,1082,987,0.445086705,0.335106383,0,0,0
Larry Hughes,1716,1998-12,977,4863,12091,738,2347,29306,2882,3786,3919,2932,1430,329,2011,2141,13346,0.402199983,0.761225568,0.314443971,0,0
Rick Hughes,1965,1999-00,21,35,72,0,1,224,12,26,49,9,3,1,14,30,82,0.486111111,0.461538462,0,0,0
Robbie Hummel,203133,2013-15,98,146,349,48,140,1397,39,45,266,50,32,11,28,143,379,0.418338109,0.866666667,0.342857143,0,0
John Hummer,77080,1970-76,380,1019,2303,0,0,8539,557,1074,2016,650,70,60,0,1019,2595,0.442466348,0.518621974,0,0,0
Ryan Humphrey,2415,2002-05,133,113,347,0,3,1215,64,115,288,29,29,37,71,188,290,0.325648415,0.556521739,0,0,0
Isaac Humphries,1629353,2018-19,5,6,21,3,11,56,0,0,11,0,1,0,0,7,15,0.285714286,0,0.272727273,0,0
Jay Humphries,77081,1984-95,874,3794,7934,224,760,25072,1663,2138,2190,4753,1243,94,1677,2385,9475,0.47819511,0.777829747,0.294736842,0,0
Kris Humphries,2743,2004-17,922,2379,5189,89,297,16288,1333,1900,4910,624,378,525,795,1695,6180,0.45846984,0.701578947,0.2996633,0,0
Feron Hunt,1630624,2021-22,2,0,2,0,0,8,0,0,1,1,1,0,1,1,0,0,0,0,0,0
Brandon Hunter,2599,2003-05,67,90,189,0,3,627,40,82,187,22,17,8,44,82,220,0.476190476,0.487804878,0,0,0
Cedric Hunter,77083,1991-92,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
Chris Hunter,201805,2009-10,60,109,217,0,4,783,52,69,167,37,13,35,30,132,270,0.502304147,0.753623188,0,0,0
De'Andre Hunter,1629631,2019-24,263,1337,2991,430,1184,8080,647,798,1078,405,174,84,366,741,3751,0.44700769,0.810776942,0.363175676,0,0
Les Hunter,77084,1964-65,24,18,64,0,0,114,6,14,50,11,0,0,0,16,42,0.28125,0.428571429,0,0,0
Lindsey Hunter,283,1993-10,937,2970,7663,1075,2984,23250,941,1261,2021,2506,1120,165,1159,1857,7956,0.387576667,0.746233148,0.360254692,0,0
Othello Hunter,201629,2008-10,23,15,32,0,0,125,3,9,36,1,2,6,5,16,33,0.46875,0.333333333,0,0,0
RJ Hunter,1626154,2015-19,45,49,132,26,88,395,9,11,46,19,18,4,13,39,133,0.371212121,0.818181818,0.295454545,0,0
Steven Hunter,2212,2001-10,400,735,1313,0,1,5991,347,715,1264,79,49,422,249,656,1817,0.559786748,0.485314685,0,0,0
Vincent Hunter,1626205,2017-18,4,3,5,0,0,7,0,0,3,0,0,1,1,0,6,0.6,0,0,0,0
Bobby Hurley,310,1993-98,330,454,1261,69,257,5042,305,396,349,1057,143,7,471,439,1282,0.360031721,0.77020202,0.26848249,0,0
Roy Hurley,77086,1946-47,46,100,447,0,0,0,39,64,0,34,0,0,0,85,239,0.223713647,0.609375,0,0,0
Matt Hurt,1630562,2023-24,8,12,34,5,20,113,3,3,16,4,3,3,2,8,32,0.352941176,1,0.25,0,0
Geoff Huston,77087,1979-87,577,2297,4747,17,68,14686,842,1190,822,2903,389,39,1078,992,5453,0.483884559,0.707563025,0.25,0,0
Paul Huston,77088,1947-48,46,51,215,0,0,0,62,89,0,27,0,0,0,82,164,0.237209302,0.696629213,0,0,0
Chandler Hutchison,1628990,2018-22,128,255,592,42,132,2136,113,168,454,96,74,23,96,173,665,0.430743243,0.672619048,0.318181818,0,0
Joe Hutton,77090,1950-52,120,112,338,0,0,723,78,113,187,115,0,0,0,199,302,0.331360947,0.690265487,0,0,0
Greg Hyder,77091,1970-71,77,183,409,0,0,1359,51,71,332,48,0,0,0,187,417,0.447432763,0.718309859,0,0,0
Bones Hyland,1630538,2021-24,218,783,1964,409,1123,4021,297,352,513,628,145,54,294,396,2272,0.398676171,0.84375,0.364203028,0,0
Marc Iavaroni,77092,1982-89,668,1171,2557,0,23,10719,693,989,2238,715,252,252,830,1635,3035,0.457958545,0.700707786,0,0,0
Serge Ibaka,201586,2009-23,1052,5194,10194,775,2125,28426,1403,1838,7301,873,425,1916,1335,2797,12566,0.509515401,0.763329706,0.364705882,0,0
Zydrunas Ilgauskas,980,1997-11,843,4207,8842,31,100,22965,2531,3243,6191,955,421,1327,1509,2776,10976,0.475797331,0.7804502,0.31,0,0
Mile Ilic,101148,2006-07,5,0,3,0,0,6,0,0,1,0,0,0,3,1,0,0,0,0,0,0
Ersan Ilyasova,101141,2006-21,1050,4064,9211,1212,3323,24709,1612,2086,5950,1206,731,375,1050,2533,10952,0.441211595,0.772770853,0.364730665,0,0
Tom Ingelsby,77094,1973-74,48,50,131,0,0,398,29,37,44,37,19,4,0,43,129,0.381679389,0.783783784,0,0,0
Joe Ingles,204060,2014-24,704,2012,4491,1224,2986,17372,459,593,2184,2566,620,101,1049,1261,5707,0.448007125,0.774030354,0.409912927,0,0
Damien Inglis,203996,2015-16,20,13,37,3,13,156,7,8,31,10,6,3,11,11,36,0.351351351,0.875,0.230769231,0,0
Andre Ingram,201281,2017-19,6,8,23,5,12,79,3,3,8,7,4,3,4,3,24,0.347826087,1,0.416666667,0,0
Joel Ingram,77095,1957-58,24,27,103,0,0,267,13,28,116,20,0,0,0,44,67,0.262135922,0.464285714,0,0,0
Byron Irvin,77096,1989-93,87,165,350,7,20,849,114,158,123,73,44,3,59,77,451,0.471428571,0.721518987,0.35,0,0
Jonathan Isaac,1628371,2017-24,205,641,1427,182,533,4550,253,328,1045,182,202,280,182,343,1717,0.449194114,0.771341463,0.341463415,0,0
Mike Iuzzolino,77098,1991-93,122,381,833,113,280,3049,221,277,238,522,82,7,221,180,1096,0.457382953,0.797833935,0.403571429,0,0
Jaden Ivey,1631093,2022-24,151,826,1956,244,719,4522,493,659,552,683,118,58,427,446,2389,0.422290389,0.748103187,0.339360223,0,0
Royal Ivey,2767,2004-14,536,657,1614,176,484,6489,244,345,591,528,249,40,266,796,1734,0.407063197,0.707246377,0.363636364,0,0
Wes Iwundu,1628411,2017-22,267,379,947,79,294,4366,251,313,645,226,117,55,139,390,1088,0.400211193,0.801916933,0.268707483,0,0
Jarrett Jack,101127,2005-18,950,3634,8310,653,1917,25862,2163,2530,2660,4194,737,113,1833,1685,10084,0.437304452,0.854940711,0.340636411,0,0
Aaron Jackson,1628935,2017-18,1,3,9,1,4,35,1,2,3,1,0,0,1,4,8,0.333333333,0.5,0.25,0,0
Al Jackson,77099,1967-68,2,0,3,0,0,17,0,0,0,1,0,0,0,6,0,0,0,0,0,0
Bobby Jackson,1517,1997-09,827,2959,7107,770,2173,18180,1209,1525,2528,2084,749,73,1073,1468,7897,0.416350077,0.792786885,0.354348827,0,0
Cedric Jackson,202132,2009-10,24,12,40,2,12,149,14,24,16,28,6,4,22,14,40,0.3,0.583333333,0.166666667,0,0
Darnell Jackson,201616,2008-11,166,132,304,5,21,1161,62,96,225,30,26,15,63,180,331,0.434210526,0.645833333,0.238095238,0,0
Demetrius Jackson,1627743,2016-19,41,25,55,5,21,216,9,14,31,26,12,2,21,18,64,0.454545455,0.642857143,0.238095238,0,0
Frank Jackson,1628402,2018-23,214,656,1557,247,743,3873,257,327,392,222,84,16,169,311,1816,0.421323057,0.785932722,0.33243607,0,0
Greg Jackson,77101,1974-75,98,146,352,0,0,1604,72,124,138,192,46,18,0,260,364,0.414772727,0.580645161,0,0,0
Isaiah Jackson,1630543,2021-24,159,450,757,7,34,2354,228,336,669,111,90,206,130,383,1135,0.594451783,0.678571429,0.205882353,0,0
Jaren Jackson,1114,1989-02,431,865,2215,346,980,7207,294,385,786,500,258,53,348,725,2370,0.390519187,0.763636364,0.353061224,0,0
Jermaine Jackson,1983,1999-06,188,129,332,4,29,1899,121,169,202,258,61,15,112,178,383,0.388554217,0.715976331,0.137931034,0,0
Jim Jackson,754,1992-06,1201,6265,14757,1194,3300,39135,2870,3483,5532,3929,991,249,2930,2695,16594,0.424544284,0.824002297,0.361818182,0,0
Josh Jackson,1628367,2017-22,342,1342,3239,296,1031,7548,624,914,1300,588,277,191,583,821,3604,0.414325409,0.682713348,0.287099903,0,0
Justin Jackson,1628382,2017-24,402,949,2229,362,1110,7113,259,324,950,435,141,59,180,425,2519,0.425751458,0.799382716,0.326126126,0,0
Luke Jackson,2739,2004-08,86,103,278,37,106,862,57,80,99,71,29,4,56,86,300,0.370503597,0.7125,0.349056604,0,0
Marc Jackson,1531,2000-07,490,1428,3213,8,34,9096,975,1198,2000,369,171,116,562,970,3839,0.444444444,0.813856427,0.235294118,0,0
Michael Jackson,77104,1987-90,89,76,206,9,33,888,27,40,70,198,28,5,66,96,188,0.368932039,0.675,0.272727273,0,0
Myron Jackson,77105,1986-87,8,2,9,0,0,22,7,8,3,6,1,0,5,1,11,0.222222222,0.875,0,0,0
Phil Jackson,77106,1967-80,807,2076,4583,0,2,14201,1276,1734,3454,898,281,199,134,2366,5428,0.452978398,0.735870819,0,0,0
Pierre Jackson,203510,2016-17,9,13,39,3,11,84,6,7,9,19,2,0,3,5,35,0.333333333,0.857142857,0.272727273,0,0
Quenton Jackson,1631245,2022-24,12,19,43,1,12,146,19,24,12,17,5,1,4,11,58,0.441860465,0.791666667,0.083333333,0,0
Ralph Jackson,77107,1984-85,1,1,3,0,0,12,0,0,1,4,2,0,1,1,2,0.333333333,0,0,0,0
Randell Jackson,1872,1998-00,28,46,108,1,7,272,21,32,54,8,3,11,26,29,114,0.425925926,0.65625,0.142857143,0,0
Reggie Jackson,202704,2011-24,1029,4840,11432,1371,3995,26143,1838,2154,2984,4382,699,127,1898,1983,12889,0.423372988,0.853296193,0.343178974,0,0
Stanley Jackson,77109,1993-94,17,17,33,1,5,92,3,3,27,16,5,0,10,13,38,0.515151515,1,0.2,0,0
Stephen Jackson,1536,2000-14,1061,5772,13899,1530,4637,34218,3191,4001,4114,3339,1379,407,2686,2539,16265,0.415281675,0.797550612,0.329954712,0,0
Tony Jackson,77100,1980-81,2,1,3,0,0,14,0,0,2,2,2,0,0,1,2,0.333333333,0,0,0,0
Tracy Jackson,77110,1981-84,178,358,774,2,13,2275,172,228,306,159,92,17,132,231,890,0.4625323,0.754385965,0.153846154,0,0
Wardell Jackson,77111,1974-75,56,96,242,0,0,939,51,71,133,30,26,5,0,126,243,0.396694215,0.718309859,0,0,0
GG Jackson II,1641713,2023-24,48,241,563,102,286,1233,115,153,196,59,28,24,65,64,699,0.428063943,0.751633987,0.356643357,0,0
Andre Jackson Jr.,1641748,2023-24,57,50,100,17,46,572,8,11,113,50,16,6,28,92,125,0.5,0.727272727,0.369565217,0,0
Trayce Jackson-Davis,1631218,2023-24,68,233,332,0,1,1130,74,132,341,82,29,76,49,108,540,0.701807229,0.560606061,0,0,0
Winfred Jacobs,77112,1946-47,18,19,69,0,0,0,12,25,0,5,0,0,0,25,50,0.275362319,0.48,0,0,0
Casey Jacobsen,2418,2002-08,371,641,1618,275,771,7132,478,617,683,417,154,32,281,476,2035,0.396168109,0.77471637,0.356679637,0,0
Sam Jacobson,1734,1998-01,120,228,447,18,49,1431,64,87,151,68,63,6,67,247,538,0.510067114,0.735632184,0.367346939,0,0
Dave Jamerson,77114,1990-94,95,122,318,13,47,608,51,60,81,62,23,1,46,63,308,0.383647799,0.85,0.276595745,0,0
Aaron James,77115,1974-79,356,1609,3347,0,0,7671,611,804,1470,370,158,69,241,972,3829,0.480729011,0.759950249,0,0,0
Bernard James,203108,2012-15,92,76,153,0,3,761,51,75,212,13,17,61,34,105,203,0.496732026,0.68,0,0,0
Damion James,202345,2010-14,39,61,147,0,6,623,28,42,131,26,23,20,38,56,150,0.414965986,0.666666667,0,0,0
Gene James,77116,1948-51,88,116,347,0,0,0,64,114,141,95,0,0,0,191,296,0.334293948,0.561403509,0,0,0
Henry James,1080,1990-98,222,493,1190,155,415,2795,218,268,329,88,51,18,141,315,1359,0.414285714,0.813432836,0.373493976,0,0
Jerome James,1744,1998-09,358,650,1339,0,2,4773,240,389,1099,118,92,384,403,989,1540,0.485436893,0.616966581,0,0,0
Justin James,1629713,2019-21,72,87,195,23,67,542,31,57,62,40,14,12,23,40,228,0.446153846,0.543859649,0.343283582,0,0
Mike James,2229,2001-14,865,3040,7344,993,2634,20787,1217,1522,1968,2938,684,55,1255,1695,8290,0.413943355,0.799605782,0.376993166,0,0
Mike James,1628455,2017-21,85,280,734,63,227,1609,149,195,212,306,62,15,118,106,772,0.38147139,0.764102564,0.27753304,0,0
Tim James,1906,1999-02,43,26,79,1,3,263,15,23,46,11,2,9,13,33,68,0.329113924,0.652173913,0.333333333,0,0
Harold Jamison,1942,1999-02,37,29,63,0,0,251,14,33,60,10,7,2,10,40,72,0.46031746,0.424242424,0,0,0
John Janisch,77120,1946-48,80,311,1083,0,0,0,149,230,0,53,0,0,0,142,771,0.287165282,0.647826087,0,0,0
Howie Janotta,77122,1949-50,9,9,30,0,0,0,13,16,0,4,0,0,0,10,31,0.3,0.8125,0,0,0
Jaime Jaquez Jr.,1631170,2023-24,75,341,697,65,202,2113,142,175,285,195,77,20,110,167,889,0.489239598,0.811428571,0.321782178,0,0
Marko Jaric,2060,2002-09,447,1190,2944,289,840,11246,524,718,1200,1600,583,128,708,967,3193,0.404211957,0.729805014,0.344047619,0,0
Tony Jaros,77123,1946-51,242,481,1574,0,0,0,344,490,131,218,0,0,0,507,1306,0.305590851,0.702040816,0,0,0
DeJon Jarreau,1630610,2021-24,10,17,50,4,13,151,5,11,44,26,6,2,9,14,43,0.34,0.454545455,0.307692308,0,0
Sarunas Jasikevicius,101180,2005-07,201,426,1073,174,496,3503,293,323,291,571,92,6,296,258,1319,0.397017707,0.907120743,0.350806452,0,0
Nathan Jawai,201605,2008-10,45,50,115,0,1,431,26,38,106,24,10,9,29,61,126,0.434782609,0.684210526,0,0,0
Buddy Jeannette,77125,1947-50,139,265,777,0,0,0,467,598,0,287,0,0,0,386,997,0.341055341,0.780936455,0,0,0
Abdul Jeelani,77126,1979-81,143,475,1005,0,7,2394,340,424,500,160,84,71,204,278,1290,0.472636816,0.801886792,0,0,0
Chris Jefferies,2423,2002-04,93,129,338,52,138,1061,55,83,117,36,27,30,83,128,365,0.381656805,0.662650602,0.376811594,0,0
Othyus Jeffers,201785,2009-14,60,80,171,2,12,811,79,119,171,43,38,0,36,80,241,0.467836257,0.663865546,0.166666667,0,0
Al Jefferson,2744,2004-18,915,6161,12344,8,66,26298,2013,2833,7690,1347,628,1093,1211,2347,14343,0.499108879,0.710554183,0.121212121,0,0
Amile Jefferson,1628518,2018-20,30,15,30,0,0,142,12,22,44,7,4,6,4,15,42,0.5,0.545454545,0,0,0
Cory Jefferson,203928,2014-16,58,84,189,2,16,581,35,60,161,16,10,22,20,69,205,0.444444444,0.583333333,0.125,0,0
Dontell Jefferson,200971,2008-09,6,11,22,1,2,84,6,9,12,9,4,1,6,9,29,0.5,0.666666667,0.5,0,0
Richard Jefferson,2210,2001-18,1244,5353,11590,1155,3038,36042,3621,4724,4939,2500,824,366,1818,2758,15482,0.461863676,0.766511431,0.380184332,0,0
DaQuan Jeffries,1629610,2019-24,95,127,299,47,163,1182,19,24,167,57,34,22,33,118,320,0.424749164,0.791666667,0.288343558,0,0
Jared Jeffries,2407,2002-13,741,1331,3128,96,372,15973,691,1185,2967,935,528,411,771,1807,3449,0.425511509,0.583122363,0.258064516,0,0
Trey Jemison,1641998,2023-24,50,150,272,0,0,1148,42,50,268,54,24,56,68,138,342,0.551470588,0.84,0,0,0
Charles Jenkins,202724,2011-13,169,228,533,5,24,1775,58,83,132,258,63,10,102,129,519,0.427767355,0.698795181,0.208333333,0,0
Horace Jenkins,2798,2004-05,15,15,45,0,9,104,12,13,9,9,5,1,7,6,42,0.333333333,0.923076923,0,0,0
John Jenkins,203098,2012-19,240,424,970,155,428,2996,151,179,344,195,39,17,131,127,1154,0.437113402,0.843575419,0.362149533,0,0
Brandon Jennings,201943,2009-18,684,3054,7938,1044,3055,19513,1558,1973,1951,3716,778,109,1388,1169,8710,0.38473167,0.789660416,0.341734861,0,0
Keith Jennings,24,1992-95,164,353,809,136,364,2955,248,291,248,614,164,2,201,213,1090,0.436341162,0.852233677,0.373626374,0,0
Chris Jent,1137,1993-97,6,15,32,6,14,87,1,2,16,8,0,0,5,15,37,0.46875,0.5,0.428571429,0,0
Les Jepsen,77129,1990-92,52,20,60,0,2,192,13,20,67,2,2,8,6,33,53,0.333333333,0.65,0,0,0
Jonas Jerebko,201973,2009-19,710,1634,3582,454,1241,12553,645,831,2804,596,367,171,482,1360,4367,0.456169738,0.776173285,0.365834005,0,0
Ty Jerome,1629660,2019-24,159,410,974,174,495,2748,114,138,294,411,88,19,133,229,1108,0.420944559,0.826086957,0.351515152,0,0
Grant Jerrett,203511,2014-15,16,14,52,2,30,102,2,2,18,6,4,4,6,22,32,0.269230769,1,0.066666667,0,0
Pooh Jeter,200817,2010-11,62,106,259,6,30,858,37,41,70,162,29,2,51,54,255,0.409266409,0.902439024,0.2,0,0
Isaiah Joe,1630198,2020-24,247,556,1303,392,988,3832,174,207,447,242,120,37,116,273,1678,0.426707598,0.84057971,0.396761134,0,0
Britton Johnsen,2639,2003-05,26,23,81,1,16,376,7,16,55,16,8,1,17,38,54,0.283950617,0.4375,0.0625,0,0
Alexander Johnson,200792,2006-08,102,152,294,0,0,1302,135,201,275,30,38,45,89,217,439,0.517006803,0.671641791,0,0,0
