Name,id,Start-End,Games,FGm,FGa,FG3m,FG3a,mins,FTm,FTa,Reb,Ast,Stl,Blk,Tov,PF,Pts,FG%,FT%,FG3%,MVPs,All-Stars
Brice Sensabaugh,1641729,2023-24,32,85,218,34,115,584,37,41,102,55,13,6,47,43,241,0.389908257,0.902439024,0.295652174,0,0
Kevin Seraphin,202338,2010-17,423,1134,2318,0,7,6430,248,347,1462,246,88,304,449,903,2516,0.48921484,0.714697406,0,0,0
Ansu Sesay,1738,2001-05,127,161,371,8,29,1301,71,111,223,62,38,30,58,162,401,0.433962264,0.63963964,0.275862069,0,0
Ramon Sessions,201196,2007-18,930,3145,7324,313,965,21620,2818,3563,2439,3760,608,66,1578,1234,9421,0.429410158,0.790906539,0.324352332,0,0
Tom Sewell,78116,1984-85,21,9,36,0,2,87,2,4,4,6,3,1,7,13,20,0.25,0.5,0,0,0
Collin Sexton,1629012,2018-24,344,2368,5054,501,1307,10399,1262,1513,973,1241,270,47,791,776,6499,0.46853977,0.834104428,0.383320581,0,0
Nick Shaback,78118,1946-47,53,102,385,0,0,0,38,53,0,29,0,0,0,75,242,0.264935065,0.716981132,0,0,0
Charles Shackleford,1593,1988-99,303,698,1444,0,5,4614,229,350,1448,170,119,148,276,664,1625,0.483379501,0.654285714,0,0,0
Carl Shaeffer,78120,1949-51,53,65,182,0,0,0,35,60,10,46,0,0,0,118,165,0.357142857,0.583333333,0,0,0
Mustafa Shakur,201203,2010-14,25,21,62,1,11,170,9,17,22,29,5,3,20,17,52,0.338709677,0.529411765,0.090909091,0,0
Landry Shamet,1629013,2018-24,427,1246,3020,825,2111,9430,432,518,735,687,204,64,287,774,3749,0.412582781,0.833976834,0.390810043,0,0
God Shammgod,1539,1997-98,20,19,58,0,2,146,23,30,7,36,7,1,21,27,61,0.327586207,0.766666667,0,0,0
Earl Shannon,78123,1946-49,166,436,1445,0,0,0,391,647,0,221,0,0,0,341,1263,0.301730104,0.604327666,0,0,0
Howie Shannon,78124,1948-50,122,514,1448,0,0,0,295,371,0,299,0,0,0,302,1323,0.354972376,0.795148248,0,0,0
Charlie Share,78125,1951-60,596,1562,3905,0,0,13023,1804,2604,4986,809,0,0,0,2106,4928,0.4,0.692780338,0,0,0
Day'Ron Sharpe,1630549,2021-24,141,347,614,12,33,1865,134,219,749,139,49,91,142,280,840,0.56514658,0.611872146,0.363636364,0,0
Shaedon Sharpe,1631101,2022-24,112,482,1082,162,463,2838,173,224,396,188,66,36,155,224,1299,0.445471349,0.772321429,0.349892009,0,0
Walter Sharpe,201594,2008-09,8,4,11,0,2,20,0,2,3,0,0,2,0,3,8,0.363636364,0,0,0,0
John Shasky,1117,1988-91,136,176,378,0,2,1505,165,252,379,34,29,35,75,179,517,0.465608466,0.654761905,0,0,0
Ron Shavlik,78128,1956-58,8,4,23,0,0,74,2,5,23,0,0,0,0,12,10,0.173913043,0.4,0,0,0
Brian Shaw,216,1988-03,1065,2952,7378,464,1534,24621,1046,1342,3602,4429,853,291,1862,2212,7414,0.40010843,0.779433681,0.302477184,0,0
Casey Shaw,1745,1998-99,9,1,8,0,0,14,0,0,3,0,0,0,2,2,2,0.125,0,0,0,0
Marial Shayok,1629621,2019-20,4,3,12,2,6,28,3,4,7,1,0,1,3,4,11,0.25,0.75,0.333333333,0,0
Bob Shea,78130,1946-47,43,37,153,0,0,0,19,33,0,6,0,0,0,42,93,0.241830065,0.575757576,0,0,0
Fred Sheffield,78131,1946-47,22,29,146,0,0,0,16,26,0,4,0,0,0,34,74,0.198630137,0.615384615,0,0,0
Craig Shelton,78132,1980-82,59,102,225,0,1,607,36,60,141,27,19,5,61,131,240,0.453333333,0.6,0,0,0
Tornike Shengelia,203129,2012-14,71,36,79,1,14,403,15,32,55,31,9,3,35,47,88,0.455696203,0.46875,0.071428571,0,0
Ben Sheppard,1641767,2023-24,57,90,229,49,156,814,23,26,89,53,33,2,15,88,252,0.3930131,0.884615385,0.314102564,0,0
Jeff Sheppard,1852,1998-99,18,15,39,2,7,185,8,13,22,16,3,0,7,12,40,0.384615385,0.615384615,0.285714286,0,0
Steve Sheppard,78135,1977-79,148,191,414,0,0,1256,77,124,225,81,30,5,96,124,459,0.461352657,0.620967742,0,0,0
Edmund Sherod,78136,1982-83,64,171,421,1,13,1624,52,80,149,311,96,14,104,112,395,0.406175772,0.65,0.076923077,0,0
Charlie Shipp,78653,1949-50,23,35,137,0,0,0,37,51,0,46,0,0,0,46,107,0.255474453,0.725490196,0,0,0
Paul Shirley,2321,2002-05,18,15,38,0,1,122,3,7,19,7,1,1,10,12,33,0.394736842,0.428571429,0,0,0
Gene Short,78138,1975-76,68,64,182,0,0,444,40,64,96,20,16,6,0,72,168,0.351648352,0.625,0,0,0
Purvis Short,78139,1978-90,842,5934,12507,125,443,24549,2614,3174,3625,2123,878,178,1720,2479,14607,0.474454306,0.823566478,0.282167043,0,0
Dexter Shouse,78140,1989-90,3,0,4,0,1,18,0,0,0,2,1,1,2,2,0,0,0,0,0,0
Dick Shrider,78141,1948-49,4,0,0,0,0,0,1,3,0,2,0,0,0,2,1,NA,0.333333333,0,0,0
John Shumate,78143,1975-81,562,2379,4586,0,2,15801,1966,2702,4075,989,556,364,730,1265,6724,0.518752726,0.727609178,0,0,0
Iman Shumpert,202697,2011-21,585,1585,4047,651,1919,14496,460,608,1941,1092,654,160,671,1323,4281,0.391648134,0.756578947,0.339239187,0,0
Alexey Shved,203144,2012-15,224,578,1542,209,668,4038,418,540,454,566,140,55,291,249,1783,0.374837873,0.774074074,0.312874251,0,0
Jordan Sibert,1626296,2018-19,1,1,1,1,1,4,0,0,0,0,0,0,0,0,3,1,0,1,0,0
Sam Sibert,78144,1972-73,5,4,13,0,0,26,4,5,4,0,0,0,0,4,12,0.307692308,0.8,0,0,0
Mark Sibley,78145,1973-74,28,20,56,0,0,124,6,7,25,13,4,1,0,23,46,0.357142857,0.857142857,0,0,0
Jerry Sichting,78146,1980-90,685,1932,3828,61,211,13922,550,646,872,2149,476,21,701,1040,4475,0.504702194,0.851393189,0.289099526,0,0
Larry Siegfried,78147,1963-72,581,2192,5371,0,0,14190,1694,1982,1609,2022,0,0,0,1360,6078,0.408117669,0.85469223,0,0,0
Ralph Siewert,78148,1946-47,42,12,88,0,0,0,16,30,0,8,0,0,0,36,40,0.136363636,0.533333333,0,0,0
James Silas,78150,1976-82,357,1810,3730,0,11,8633,1440,1690,745,1215,252,56,687,724,5060,0.485254692,0.852071006,0,0,0
Xavier Silas,202918,2011-18,4,4,18,1,8,47,2,3,6,3,1,0,3,6,11,0.222222222,0.666666667,0.125,0,0
Garret Siler,202081,2010-11,21,17,31,0,0,101,11,22,28,3,1,4,10,20,45,0.548387097,0.5,0,0,0
Mike Silliman,78152,1970-71,36,36,79,0,0,366,19,39,62,23,0,0,0,37,91,0.455696203,0.487179487,0,0,0
Chris Silva,1629735,2019-23,95,85,141,2,5,715,79,109,252,49,11,35,69,175,251,0.602836879,0.724770642,0.4,0,0
Wayne Simien,101134,2005-07,51,67,143,0,0,507,35,41,99,11,15,1,27,83,169,0.468531469,0.853658537,0,0,0
Bobby Simmons,2250,2001-12,466,1551,3552,378,955,11510,709,862,1791,710,396,83,522,1153,4189,0.436655405,0.8225058,0.395811518,0,0
Cedric Simmons,200759,2006-09,107,85,210,0,0,876,30,85,175,16,14,41,38,107,200,0.404761905,0.352941176,0,0,0
Connie Simmons,78153,1946-56,643,2342,6756,0,0,7036,1561,2319,2294,964,0,0,0,1965,6245,0.346654825,0.673134972,0,0,0
Johnny Simmons,78154,1946-47,60,120,429,0,0,0,78,127,0,29,0,0,0,78,318,0.27972028,0.614173228,0,0,0
Jonathon Simmons,203613,2015-19,314,919,2124,173,561,6362,497,659,747,611,187,76,411,602,2508,0.4326742,0.754172989,0.308377897,0,0
Kobi Simmons,1628424,2017-24,42,90,216,14,52,740,27,27,61,85,24,9,46,66,221,0.416666667,1,0.269230769,0,0
Lionel Simmons,1489,1990-97,454,2242,5179,43,141,13419,1306,1694,2833,1498,514,361,982,1101,5833,0.432902105,0.770956316,0.304964539,0,0
Miles Simon,1750,1998-99,5,1,5,0,2,19,0,0,2,0,1,0,3,1,2,0.2,0,0,0,0
Marko Simonovic,1630250,2021-23,16,6,22,2,9,55,9,13,12,0,1,1,2,11,23,0.272727273,0.692307692,0.222222222,0,0
Anfernee Simons,1629014,2018-24,319,1590,3679,752,1946,8128,557,638,784,928,140,43,484,590,4489,0.432182658,0.873040752,0.38643371,0,0
Dickey Simpkins,54,1994-02,367,543,1213,2,11,5632,432,711,1264,338,100,65,400,647,1520,0.447650453,0.607594937,0.181818182,0,0
Ralph Simpson,78157,1976-80,350,1154,2899,0,2,6282,465,635,698,764,301,29,464,397,2773,0.398068299,0.732283465,0,0,0
Zavier Simpson,1630285,2021-24,11,36,106,6,25,335,8,9,41,55,12,7,20,26,86,0.339622642,0.888888889,0.24,0,0
Alvin Sims,1591,1998-99,4,4,10,1,1,25,2,5,4,5,2,0,6,2,11,0.4,0.4,1,0,0
Bob Sims,78160,1961-62,65,193,491,0,0,1345,123,216,183,154,0,0,0,187,509,0.393075356,0.569444444,0,0,0
Courtney Sims,201235,2007-09,7,6,13,0,0,37,0,0,10,1,0,0,2,4,12,0.461538462,0,0,0,0
Doug Sims,78159,1968-69,4,2,5,0,0,12,0,0,4,0,0,0,0,4,4,0.4,0,0,0,0
Henry Sims,203156,2012-16,181,533,1130,4,24,3417,311,409,907,192,104,84,194,405,1381,0.471681416,0.760391198,0.166666667,0,0
Jericho Sims,1630579,2021-24,138,160,216,0,1,1952,40,69,558,71,34,69,63,207,360,0.740740741,0.579710145,0,0,0
Scott Sims,78161,1977-78,12,10,26,0,0,95,10,15,13,20,3,0,19,16,30,0.384615385,0.666666667,0,0,0
Kyle Singler,202713,2012-18,436,1015,2461,395,1067,9538,381,486,1220,357,250,131,333,887,2806,0.41243397,0.783950617,0.370196813,0,0
Sean Singletary,201606,2008-09,74,62,170,20,50,606,36,42,70,58,22,0,46,90,180,0.364705882,0.857142857,0.4,0,0
Chris Singleton,202698,2011-14,148,233,620,58,182,2605,88,139,472,92,117,57,100,325,612,0.375806452,0.633093525,0.318681319,0,0
James Singleton,101189,2005-12,300,459,1037,42,157,4230,248,296,1186,140,125,160,189,503,1208,0.442622951,0.837837838,0.267515924,0,0
Mckinley Singleton,78162,1986-87,2,2,3,0,1,10,0,0,0,1,0,0,0,1,4,0.666666667,0,0,0,0
Zeke Sinicola,78163,1951-54,12,5,20,0,0,68,3,8,2,3,0,0,0,10,13,0.25,0.375,0,0,0
Deividas Sirvydis,1629686,2020-22,23,15,50,11,35,160,3,6,35,6,5,1,5,13,44,0.3,0.5,0.314285714,0,0
Charlie Sitton,78164,1984-85,43,39,94,0,2,304,13,25,60,26,7,6,19,50,91,0.414893617,0.52,0,0,0
Peyton Siva,203491,2013-14,24,18,57,7,25,224,11,15,14,34,9,1,18,27,54,0.315789474,0.733333333,0.28,0,0
Dmytro Skapintsev,1631376,2023-24,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Skiles,101,1986-96,600,2290,5259,524,1381,16789,1548,1741,1526,3881,500,29,1497,1343,6652,0.435444001,0.88914417,0.379435192,0,0
Al Skinner,78167,1976-80,325,1009,2293,0,0,6654,753,926,983,761,313,99,468,992,2771,0.440034889,0.813174946,0,0,0
Brian Skinner,1730,1998-12,722,1380,2784,2,7,12797,538,984,3349,361,312,624,604,1491,3300,0.495689655,0.546747967,0.285714286,0,0
Talvin Skinner,78168,1974-76,145,274,632,0,0,2798,112,177,608,152,99,24,0,277,660,0.433544304,0.632768362,0,0,0
Whitey Skoog,78169,1951-57,341,1164,3000,0,0,9193,472,591,1133,903,0,0,0,1027,2800,0.388,0.798646362,0,0,0
Jeff Slade,78170,1962-63,3,2,5,0,0,20,0,1,7,0,0,0,0,3,4,0.4,0,0,0,0
Reggie Slater,1073,1994-03,278,523,1079,0,2,3629,456,726,792,148,94,60,254,517,1502,0.484708063,0.628099174,0,0,0
Jim Slaughter,78171,1951-52,28,53,165,0,0,525,41,68,148,25,0,0,0,81,147,0.321212121,0.602941176,0,0,0
Jose Slaughter,78172,1982-83,63,89,238,9,41,515,38,59,68,52,36,7,42,93,225,0.37394958,0.644067797,0.219512195,0,0
Jalen Slawson,1641771,2023-24,12,4,6,0,2,37,0,0,7,2,1,1,2,8,8,0.666666667,0,0,0,0
Tamar Slay,2447,2002-05,66,73,202,13,49,516,14,26,70,31,26,4,39,71,173,0.361386139,0.538461538,0.265306122,0,0
Donald Sloan,202388,2011-16,274,555,1374,107,360,4682,236,311,550,794,101,11,293,247,1453,0.403930131,0.758842444,0.297222222,0,0
Uros Slokar,101166,2006-07,20,14,26,1,2,72,9,13,14,1,1,2,9,11,38,0.538461538,0.692307692,0.5,0,0
Tom Sluby,78174,1984-85,31,30,58,0,2,151,13,21,12,16,3,0,11,18,73,0.517241379,0.619047619,0,0,0
Alen Smailagic,1629346,2019-21,29,31,67,7,23,223,18,25,43,17,6,9,16,25,87,0.462686567,0.72,0.304347826,0,0
Javonte Smart,1630606,2021-24,35,38,120,16,54,401,10,12,48,32,12,6,22,24,102,0.316666667,0.833333333,0.296296296,0,0
Keith Smart,78175,1988-89,2,0,2,0,1,12,2,2,1,2,0,0,2,0,2,0,1,0,0,0
Marcus Smart,203935,2014-24,601,2167,5586,953,2953,18046,1143,1472,2110,2786,955,219,1144,1558,6430,0.387934121,0.776494565,0.322722655,0,0
Belus Smawley,78176,1946-52,261,1229,3544,0,0,0,858,1076,196,595,0,0,0,584,3316,0.346783296,0.79739777,0,0,0
Jack Smiley,78177,1948-50,177,337,1299,0,0,0,384,566,0,460,0,0,0,588,1058,0.259430331,0.67844523,0,0,0
Bill Smith,78207,1971-73,30,81,188,0,0,491,43,72,143,20,0,0,0,81,205,0.430851064,0.597222222,0,0,0
Bill Smith,78209,1961-62,9,8,33,0,0,83,7,8,16,7,0,0,0,6,23,0.242424242,0.875,0,0,0
Bingo Smith,78202,1969-80,943,5161,11533,46,162,24530,1407,1752,3889,1834,493,184,318,2268,11775,0.447498483,0.803082192,0.283950617,0,0
Bobby Smith,78203,1959-62,13,13,55,0,0,137,11,16,33,14,0,0,0,11,37,0.236363636,0.6875,0,0,0
Charles Smith,293,1988-97,637,3237,6878,20,108,18093,2222,2881,3608,863,512,869,1142,2169,8716,0.470630997,0.771259979,0.185185185,0,0
Charles Smith,1520,1997-06,198,376,923,102,335,2477,74,123,243,154,104,82,142,256,928,0.407367281,0.601626016,0.304477612,0,0
Charles Smith,78179,1989-96,73,65,150,0,10,588,56,83,76,115,37,3,44,89,186,0.433333333,0.674698795,0,0,0
Chris Smith,1814,1992-95,224,425,976,59,161,3956,231,324,291,627,118,56,219,346,1140,0.43545082,0.712962963,0.366459627,0,0
Chris Smith,203147,2013-14,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
Clinton Smith,78181,1986-91,46,52,121,0,2,386,30,42,60,49,14,1,27,39,134,0.429752066,0.714285714,0,0,0
Craig Smith,200783,2006-12,403,1221,2207,1,27,6826,637,963,1567,322,183,91,413,957,3080,0.553239692,0.661474559,0.037037037,0,0
Deb Smith,78182,1946-47,48,32,119,0,0,0,9,21,0,6,0,0,0,47,73,0.268907563,0.428571429,0,0,0
Derek Smith,78183,1982-91,473,2247,4570,52,184,11120,1254,1683,1467,994,308,198,788,1378,5800,0.491684902,0.745098039,0.282608696,0,0
Don Smith,78184,1974-75,54,131,321,0,0,538,21,21,30,47,20,3,0,45,283,0.408099688,1,0,0,0
Donald Smith,78185,1948-49,8,2,13,0,0,0,2,3,0,2,0,0,0,6,6,0.153846154,0.666666667,0,0,0
Donta Smith,2764,2004-06,61,59,140,8,26,560,39,60,66,48,31,5,29,70,165,0.421428571,0.65,0.307692308,0,0
Doug Smith,475,1991-96,296,1020,2399,3,36,5833,313,405,1234,400,224,150,353,979,2356,0.425177157,0.772839506,0.083333333,0,0
Dru Smith,1630696,2022-24,39,51,123,17,55,448,8,8,62,58,29,11,11,58,127,0.414634146,1,0.309090909,0,0
Ed Smith,78187,1953-54,11,11,45,0,0,104,6,10,26,9,0,0,0,15,28,0.244444444,0.6,0,0,0
Elmore Smith,78188,1971-79,632,3410,7085,0,0,19343,1320,2292,6401,851,360,1327,183,2148,8140,0.481298518,0.57591623,0,0,0
Garfield Smith,78189,1970-72,63,70,182,0,0,415,28,87,132,17,0,0,0,75,168,0.384615385,0.32183908,0,0,0
Greg Smith,78190,1968-76,682,2280,4763,0,0,16135,809,1261,4115,1313,63,12,0,2030,5369,0.478689901,0.641554322,0,0,0
Greg Smith,202962,2011-16,149,243,394,0,1,1834,110,191,489,41,32,59,65,290,596,0.616751269,0.57591623,0,0,0
Ish Smith,202397,2010-24,1123,3307,7833,420,1288,20883,694,1036,2608,4177,768,263,1403,1370,7728,0.422188178,0.66988417,0.326086957,0,0
JR Smith,2747,2004-20,1047,4695,11220,2093,5604,28353,1512,2062,3291,2272,1056,226,1412,2354,12995,0.418449198,0.733268671,0.373483226,0,0
Jabari Smith,2074,2000-05,131,151,366,1,11,1246,99,145,206,77,43,32,59,197,402,0.412568306,0.682758621,0.090909091,0,0
Jalen Smith,1630188,2020-24,258,850,1653,199,596,4331,337,452,1382,181,69,184,207,485,2236,0.514216576,0.745575221,0.333892617,0,0
Jason Smith,201160,2007-19,636,1593,3419,93,278,10220,563,717,2127,467,211,415,520,1367,3842,0.465925709,0.785216179,0.334532374,0,0
Jerry Smith,202536,2011-12,5,3,14,1,6,46,0,0,7,4,5,0,0,5,7,0.214285714,0,0.166666667,0,0
Jim Smith,78191,1981-83,76,89,173,0,0,876,41,89,187,46,22,51,47,189,219,0.514450867,0.460674157,0,0,0
Joe Smith,693,1995-11,1324,5474,12061,33,149,33766,3095,3929,8131,1264,756,1037,1625,3706,14076,0.453859547,0.787732247,0.22147651,0,0
Josh Smith,2746,2004-18,1032,5630,12583,563,1949,32180,2532,4070,7375,3156,1204,1876,2480,2807,14355,0.447429071,0.622113022,0.288866085,0,0
Keith Smith,78192,1986-87,42,57,150,3,9,461,21,28,32,43,25,3,30,74,138,0.38,0.75,0.333333333,0,0
Kenny Smith,181,1987-97,864,4006,8402,749,1883,25393,1879,2267,1655,4634,857,73,1889,1358,10640,0.47679124,0.828848699,0.397769517,0,0
Labradford Smith,78194,1991-94,249,609,1428,52,164,4008,280,351,355,503,182,20,266,468,1550,0.426470588,0.797720798,0.317073171,0,0
Larry Smith,78195,1980-93,883,2519,4743,0,7,22879,866,1630,8125,941,699,457,1280,2966,5904,0.531098461,0.531288344,0,0,0
Leon Smith,1910,2001-04,15,11,28,0,0,105,11,17,33,3,5,1,3,13,33,0.392857143,0.647058824,0,0,0
Michael Smith,63,1994-01,497,1043,1961,1,8,11599,691,1286,3499,749,402,263,577,1232,2778,0.531871494,0.537325039,0.125,0,0
Michael Smith,78197,1989-95,141,294,620,9,60,1328,101,121,212,142,21,5,109,119,698,0.474193548,0.834710744,0.15,0,0
Mike Smith,2065,2000-01,17,19,59,3,18,179,10,16,22,10,5,3,7,8,51,0.322033898,0.625,0.166666667,0,0
Nolan Smith,202701,2011-13,84,109,294,19,73,829,40,56,83,97,25,4,71,81,277,0.370748299,0.714285714,0.260273973,0,0
Otis Smith,78198,1986-92,447,1865,4046,60,228,9269,1002,1311,1663,845,468,230,666,964,4792,0.460949086,0.764302059,0.263157895,0,0
Reggie Smith,78201,1992-94,66,39,99,0,1,384,21,52,120,5,16,7,16,63,99,0.393939394,0.403846154,0,0,0
Robert Smith,78204,1977-85,306,542,1251,18,70,3995,380,434,373,501,150,25,253,500,1482,0.433253397,0.875576037,0.257142857,0,0
Russ Smith,203893,2014-16,39,23,72,5,27,196,32,39,21,27,11,1,31,31,83,0.319444444,0.820512821,0.185185185,0,0
Sammy Smith,78205,1978-80,46,116,277,8,35,621,75,87,63,58,33,14,41,66,315,0.418772563,0.862068966,0.228571429,0,0
Steven Smith,120,1991-05,1072,5139,11738,1326,3729,32270,3445,4076,3401,3267,802,315,1896,2585,15049,0.437808826,0.845191364,0.355591311,0,0
Steven Smith,200848,2006-07,8,2,8,0,0,28,1,2,6,0,1,0,2,4,5,0.25,0.5,0,0,0
Stevin Smith,1478,1996-97,8,6,18,1,6,61,1,1,10,4,1,0,4,9,14,0.333333333,1,0.166666667,0,0
Terquavion Smith,1631173,2023-24,16,18,46,13,35,85,3,5,4,12,8,0,7,8,52,0.391304348,0.6,0.371428571,0,0
Theron Smith,2604,2003-05,53,60,179,9,24,687,20,24,157,35,11,9,41,76,149,0.335195531,0.833333333,0.375,0,0
Tony Smith,380,1990-01,516,1133,2636,158,507,8234,378,553,830,1035,356,89,508,823,2802,0.429817906,0.683544304,0.311637081,0,0
Willie Smith,78208,1976-80,78,144,360,17,71,1200,52,69,134,277,85,2,109,131,357,0.4,0.753623188,0.23943662,0,0
Zhaire Smith,1629015,2018-20,13,17,45,6,19,143,8,12,15,12,5,2,8,12,48,0.377777778,0.666666667,0.315789474,0,0
Dennis Smith Jr.,1628372,2017-24,402,1560,3804,356,1172,9530,560,838,1177,1710,467,143,813,844,4036,0.410094637,0.668257757,0.303754266,0,0
Jabari Smith Jr.,1631095,2022-24,155,742,1725,258,771,4875,312,391,1185,222,95,135,193,427,2054,0.430144928,0.797953964,0.33463035,0,0
Nick Smith Jr.,1641733,2023-24,51,113,289,63,146,729,13,15,72,59,10,7,39,55,302,0.39100346,0.866666667,0.431506849,0,0
Mike Smrek,1091,1985-92,209,220,516,0,2,1985,138,226,448,53,40,153,141,444,578,0.426356589,0.610619469,0,0,0
Joe Smyth,78212,1953-54,40,48,138,0,0,495,35,65,98,49,0,0,0,53,131,0.347826087,0.538461538,0,0,0
Xavier Sneed,1630270,2021-23,22,9,30,5,22,126,4,4,17,7,0,1,3,11,27,0.3,1,0.227272727,0,0
Tony Snell,203503,2013-22,654,1404,3268,773,1976,13916,278,328,1474,697,282,147,348,916,3859,0.429620563,0.847560976,0.391194332,0,0
Eric Snow,727,1995-08,910,2223,5238,57,282,24045,1497,1968,2222,4422,1035,110,1454,2127,6000,0.424398625,0.760670732,0.20212766,0,0
Dick Snyder,78213,1966-79,1046,5346,10882,0,0,28113,2144,2606,3055,3109,300,157,84,2730,12836,0.491269987,0.822716807,0,0,0
Kirk Snyder,2745,2004-08,247,585,1305,97,304,4300,327,464,617,305,106,84,258,383,1594,0.448275862,0.704741379,0.319078947,0,0
George Sobek,78214,1949-50,60,95,251,0,0,0,156,205,0,95,0,0,0,158,346,0.378486056,0.76097561,0,0,0
Ricky Sobers,78215,1975-86,821,4250,9262,130,447,22992,2272,2695,2132,3525,1085,161,1973,2622,10902,0.458864176,0.843042672,0.29082774,0,0
Ron Sobie,78216,1956-60,192,564,1489,0,0,3868,491,608,791,353,0,0,0,421,1619,0.378777703,0.807565789,0,0,0
Jeremy Sochan,1631110,2022-24,130,590,1328,103,361,3651,192,260,771,391,105,63,237,306,1475,0.444277108,0.738461538,0.28531856,0,0
Mike Sojourner,78217,1974-77,191,721,1502,0,0,4282,216,322,1237,172,88,106,0,457,1658,0.480026631,0.670807453,0,0,0
Will Solomon,2226,2001-09,168,323,821,102,334,2307,99,141,196,358,89,15,170,218,847,0.393422655,0.70212766,0.305389222,0,0
Willie Somerset,78219,1965-66,8,18,43,0,0,98,9,11,15,9,0,0,0,21,45,0.418604651,0.818181818,0,0,0
Darius Songaila,2443,2003-11,495,1449,2904,3,19,9228,514,609,1689,589,324,106,486,1197,3415,0.498966942,0.844006568,0.157894737,0,0
Dave Sorenson,78220,1970-73,271,814,1855,0,0,4612,418,545,1207,316,0,0,0,515,2046,0.438814016,0.766972477,0,0,0
James Southerland,203480,2013-14,8,10,30,6,12,60,2,4,16,0,2,4,2,6,28,0.333333333,0.5,0.5,0,0
Gino Sovran,78221,1946-47,6,5,15,0,0,0,1,2,0,1,0,0,0,5,11,0.333333333,0.5,0,0,0
Pape Sow,2776,2004-07,76,79,190,0,0,879,61,90,214,12,34,24,41,166,219,0.415789474,0.677777778,0,0,0
Ray Spalding,1629034,2018-21,30,52,98,0,7,315,8,26,100,10,18,18,21,49,112,0.530612245,0.307692308,0,0,0
Jim Spanarkel,78222,1979-84,259,844,1796,12,48,5290,805,941,652,572,248,38,399,495,2505,0.469933185,0.855472901,0.25,0,0
Vassilis Spanoulis,2779,2006-07,31,23,72,5,29,272,34,42,22,28,7,1,29,33,85,0.319444444,0.80952381,0.172413793,0,0
Guy Sparrow,78223,1957-60,150,461,1289,0,0,2583,245,403,728,142,0,0,0,410,1167,0.357641583,0.607940447,0,0,0
Rory Sparrow,600009,1980-92,1021,3831,8262,111,439,26511,1107,1409,2085,4839,988,116,1822,2306,8880,0.463689179,0.785663591,0.25284738,0,0
Odie Spears,78225,1948-57,479,1488,4066,0,0,8104,1185,1554,1409,917,0,0,0,1580,4161,0.365961633,0.762548263,0,0,0
Art Spector,78226,1946-50,169,322,1149,0,0,0,208,362,0,143,0,0,0,351,852,0.28024369,0.574585635,0,0,0
Marreese Speights,201578,2008-18,784,2441,5334,235,661,11940,1133,1427,3261,508,213,409,694,1739,6250,0.457630296,0.793973371,0.355521936,0,0
Omari Spellman,1629016,2018-20,95,225,539,87,238,1691,105,137,413,94,59,49,85,130,642,0.417439703,0.766423358,0.365546218,0,0
Andre Spencer,78227,1992-94,96,250,562,0,4,1542,192,262,308,92,72,28,94,214,692,0.444839858,0.732824427,0,0,0
Elmore Spencer,771,1992-97,174,394,767,0,3,2699,149,256,568,110,53,172,255,348,937,0.5136897,0.58203125,0,0,0
Felton Spencer,280,1990-02,713,1333,2750,0,1,13859,1060,1630,3852,235,282,584,755,2391,3726,0.484727273,0.650306748,0,0,0
Pat Spencer,1630311,2023-24,6,2,4,0,2,26,0,0,4,5,0,0,1,1,4,0.5,0,0,0,0
Lou Spicer,78230,1946-47,4,0,7,0,0,0,1,2,0,0,0,0,0,3,1,0,0.5,0,0,0
Craig Spitzer,78231,1967-68,10,8,21,0,0,44,2,3,24,0,0,0,0,4,18,0.380952381,0.666666667,0,0,0
Tiago Splitter,201168,2010-17,355,1073,1932,2,14,6812,668,958,1779,423,198,209,384,685,2816,0.555383023,0.697286013,0.142857143,0,0
Art Spoelstra,78232,1954-58,278,763,1953,0,0,5248,486,701,1273,266,0,0,0,811,2012,0.390681004,0.693295292,0,0,0
Larry Spriggs,78233,1981-86,169,341,659,0,6,2202,191,254,384,218,80,28,209,338,873,0.517450683,0.751968504,0,0,0
Jaden Springer,1630531,2021-24,116,136,332,22,101,1109,76,92,172,96,79,35,72,147,370,0.409638554,0.826086957,0.217821782,0,0
Jim Springer,78234,1948-49,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,NA,1,0,0,0
Jim Spruill,78235,1948-49,1,1,3,0,0,0,0,0,0,0,0,0,0,3,2,0.333333333,0,0,0,0
Ryan Stack,1756,1998-00,43,31,88,0,1,397,37,47,79,10,6,22,26,78,99,0.352272727,0.787234043,0,0,0
Kevin Stacom,78237,1974-82,415,897,2186,1,2,5370,286,375,596,636,140,16,238,407,2081,0.410338518,0.762666667,0.5,0,0
Dave Stallworth,78238,1965-75,600,2219,5074,0,0,12534,1246,1683,2886,1030,31,7,0,1476,5684,0.437327552,0.740344623,0,0,0
Isaac Stallworth,78239,1972-77,313,1021,2466,0,0,5489,361,526,861,213,129,51,0,686,2403,0.414030819,0.686311787,0,0,0
Ed Stanczak,78240,1949-51,74,170,504,0,0,0,238,313,34,73,0,0,0,172,578,0.337301587,0.760383387,0,0,0
Cassius Stanley,1630199,2020-22,33,32,89,7,30,248,17,19,39,5,6,4,7,31,88,0.359550562,0.894736842,0.233333333,0,0
